location,date,total_vaccinations_per_hundred
China,15/12/2020,0.11
China,16/12/2020,
China,17/12/2020,
China,18/12/2020,
China,19/12/2020,
China,20/12/2020,
China,21/12/2020,
China,22/12/2020,
China,23/12/2020,
China,24/12/2020,
China,25/12/2020,
China,26/12/2020,
China,27/12/2020,
China,28/12/2020,
China,29/12/2020,
China,30/12/2020,
China,31/12/2020,0.32
China,01/01/2021,
China,02/01/2021,
China,03/01/2021,
China,04/01/2021,
China,05/01/2021,
China,06/01/2021,
China,07/01/2021,
China,08/01/2021,
China,09/01/2021,0.63
China,10/01/2021,
China,11/01/2021,
China,12/01/2021,
China,13/01/2021,0.7
China,14/01/2021,
China,15/01/2021,
China,16/01/2021,
China,17/01/2021,
China,18/01/2021,
China,19/01/2021,
China,20/01/2021,1.05
China,21/01/2021,
China,22/01/2021,
China,23/01/2021,
China,24/01/2021,
China,25/01/2021,
China,26/01/2021,1.6
China,27/01/2021,
China,28/01/2021,
China,29/01/2021,
China,30/01/2021,
China,31/01/2021,1.68
China,01/02/2021,
China,02/02/2021,
China,03/02/2021,2.19
China,04/02/2021,
China,05/02/2021,
China,06/02/2021,
China,07/02/2021,
China,08/02/2021,
China,09/02/2021,2.84
China,10/02/2021,
China,11/02/2021,
China,12/02/2021,
China,13/02/2021,
China,14/02/2021,
China,15/02/2021,
China,16/02/2021,
China,17/02/2021,
China,18/02/2021,
China,19/02/2021,
China,20/02/2021,
China,21/02/2021,
China,22/02/2021,
China,23/02/2021,
China,24/02/2021,
China,25/02/2021,
China,26/02/2021,
China,27/02/2021,
China,28/02/2021,3.68
China,01/03/2021,
China,02/03/2021,
China,03/03/2021,
China,04/03/2021,
China,05/03/2021,
China,06/03/2021,
China,07/03/2021,
China,08/03/2021,
China,09/03/2021,
China,10/03/2021,
China,11/03/2021,
China,12/03/2021,
China,13/03/2021,
China,14/03/2021,4.56
China,15/03/2021,
China,16/03/2021,
China,17/03/2021,
China,18/03/2021,
China,19/03/2021,
China,20/03/2021,5.26
China,21/03/2021,
China,22/03/2021,5.64
China,23/03/2021,5.81
China,24/03/2021,6.02
China,25/03/2021,6.41
China,26/03/2021,6.84
China,27/03/2021,7.18
China,28/03/2021,7.48
China,29/03/2021,7.78
China,30/03/2021,8.04
China,31/03/2021,8.4
China,01/04/2021,8.88
China,02/04/2021,9.38
China,03/04/2021,9.59
China,04/04/2021,9.82
China,05/04/2021,10.01
China,06/04/2021,10.2
China,07/04/2021,10.45
China,08/04/2021,10.88
China,09/04/2021,11.3
China,10/04/2021,11.53
China,11/04/2021,11.74
China,12/04/2021,12.06
China,13/04/2021,12.32
China,14/04/2021,12.57
China,15/04/2021,12.87
China,16/04/2021,13.14
China,17/04/2021,13.31
China,18/04/2021,13.47
China,19/04/2021,13.68
China,20/04/2021,13.95
China,21/04/2021,14.32
China,22/04/2021,14.81
China,23/04/2021,15.15
China,24/04/2021,15.45
China,25/04/2021,15.77
China,26/04/2021,16.09
China,27/04/2021,16.55
China,28/04/2021,17.11
China,29/04/2021,17.78
China,30/04/2021,18.59
China,01/05/2021,18.96
China,02/05/2021,19.31
China,03/05/2021,19.63
China,04/05/2021,19.96
China,05/05/2021,20.31
China,06/05/2021,20.88
China,07/05/2021,21.62
China,08/05/2021,22.27
China,09/05/2021,22.74
China,10/05/2021,23.35
China,11/05/2021,24.03
China,12/05/2021,24.85
China,13/05/2021,25.73
China,14/05/2021,26.69
China,15/05/2021,27.56
China,16/05/2021,28.54
China,17/05/2021,29.59
China,18/05/2021,30.56
China,19/05/2021,31.53
China,20/05/2021,32.73
China,21/05/2021,33.9
China,22/05/2021,34.87
China,23/05/2021,35.83
China,24/05/2021,36.98
China,25/05/2021,38.34
China,26/05/2021,39.75
China,27/05/2021,40.98
China,28/05/2021,42.29
China,29/05/2021,43.55
China,30/05/2021,44.83
China,31/05/2021,46.39
China,01/06/2021,47.82
China,02/06/2021,49.43
China,03/06/2021,50.74
China,04/06/2021,52.21
China,05/06/2021,53.52
China,06/06/2021,54.55
China,07/06/2021,55.69
China,08/06/2021,56.73
China,09/06/2021,57.85
China,10/06/2021,59.28
China,11/06/2021,60.56
China,12/06/2021,61.61
China,13/06/2021,62.61
China,14/06/2021,63.41
China,15/06/2021,64.8
China,16/06/2021,66.29
China,17/06/2021,67.79
China,18/06/2021,69.45
China,19/06/2021,70.87
China,20/06/2021,72.18
China,21/06/2021,73.62
China,22/06/2021,75.17
China,23/06/2021,76.86
China,24/06/2021,78.59
China,25/06/2021,80.22
China,26/06/2021,81.72
China,27/06/2021,83.16
China,28/06/2021,84.63
China,29/06/2021,85.96
China,30/06/2021,87.29
China,01/07/2021,88.66
China,02/07/2021,89.99
China,03/07/2021,90.89
China,04/07/2021,91.56
China,05/07/2021,92.46
China,06/07/2021,93.39
China,07/07/2021,94.14
China,08/07/2021,94.97
China,09/07/2021,95.76
China,10/07/2021,96.37
China,11/07/2021,96.96
China,12/07/2021,97.58
China,13/07/2021,98.33
China,14/07/2021,99.21
China,15/07/2021,100.03
China,16/07/2021,100.82
China,17/07/2021,101.51
China,18/07/2021,102.15
China,19/07/2021,102.91
China,20/07/2021,103.69
China,21/07/2021,104.61
China,22/07/2021,105.73
China,23/07/2021,106.94
China,24/07/2021,107.91
China,25/07/2021,108.72
China,26/07/2021,109.82
China,27/07/2021,111.04
China,28/07/2021,112.3
China,29/07/2021,113.56
China,30/07/2021,114.83
China,31/07/2021,115.92
China,01/08/2021,117.09
China,02/08/2021,118.43
China,03/08/2021,119.81
China,04/08/2021,121.06
China,05/08/2021,122.16
China,06/08/2021,123.28
China,07/08/2021,124.15
China,08/08/2021,125.01
China,09/08/2021,125.89
China,10/08/2021,126.8
China,11/08/2021,127.66
China,12/08/2021,128.51
China,13/08/2021,129.35
China,14/08/2021,130.01
China,15/08/2021,130.65
China,16/08/2021,131.52
China,17/08/2021,132.36
China,18/08/2021,133.26
China,19/08/2021,134.12
China,20/08/2021,134.96
China,21/08/2021,135.77
China,22/08/2021,136.54
China,23/08/2021,137.59
China,24/08/2021,138.56
China,25/08/2021,139.45
China,26/08/2021,140.54
China,27/08/2021,141.63
China,28/08/2021,142.57
China,29/08/2021,143.39
China,30/08/2021,144.19
China,31/08/2021,145.0
China,01/09/2021,145.62
China,02/09/2021,146.2
China,03/09/2021,146.73
China,04/09/2021,147.3
China,05/09/2021,147.8
China,06/09/2021,148.19
China,07/09/2021,148.61
China,08/09/2021,149.0
China,09/09/2021,149.37
China,10/09/2021,149.75
China,11/09/2021,150.26
China,12/09/2021,150.65
China,13/09/2021,150.96
China,14/09/2021,151.27
China,15/09/2021,151.58
China,16/09/2021,151.88
China,17/09/2021,152.19
China,18/09/2021,152.47
China,19/09/2021,152.72
China,20/09/2021,152.96
China,21/09/2021,153.07
China,22/09/2021,153.35
China,23/09/2021,153.64
China,24/09/2021,153.9
China,25/09/2021,154.13
China,26/09/2021,154.3
China,27/09/2021,154.51
China,28/09/2021,154.71
China,29/09/2021,154.92
China,30/09/2021,155.09
China,01/10/2021,155.15
China,02/10/2021,155.2
China,03/10/2021,155.25
China,04/10/2021,155.31
China,05/10/2021,155.37
China,06/10/2021,155.44
China,07/10/2021,155.52
China,08/10/2021,155.61
China,09/10/2021,155.7
China,10/10/2021,155.78
China,11/10/2021,155.88
China,12/10/2021,155.98
China,13/10/2021,156.08
China,14/10/2021,156.21
China,15/10/2021,156.34
China,16/10/2021,156.43
China,17/10/2021,156.54
China,18/10/2021,156.68
China,19/10/2021,156.83
China,20/10/2021,156.98
China,21/10/2021,157.13
China,22/10/2021,157.31
China,23/10/2021,157.43
China,24/10/2021,157.53
China,25/10/2021,157.7
China,26/10/2021,157.89
China,27/10/2021,158.09
China,28/10/2021,158.33
China,29/10/2021,158.65
China,30/10/2021,159.08
China,31/10/2021,159.48
China,01/11/2021,159.86
China,02/11/2021,160.32
China,03/11/2021,160.87
China,04/11/2021,161.49
China,05/11/2021,162.12
China,06/11/2021,162.85
China,07/11/2021,163.46
China,08/11/2021,164.0
China,09/11/2021,164.59
China,10/11/2021,165.2
China,11/11/2021,165.79
China,12/11/2021,166.4
China,13/11/2021,167.06
China,14/11/2021,167.58
China,15/11/2021,168.04
China,16/11/2021,168.52
China,17/11/2021,169.0
China,18/11/2021,169.45
China,19/11/2021,169.92
China,20/11/2021,170.47
China,21/11/2021,170.93
China,22/11/2021,171.32
China,23/11/2021,171.78
China,24/11/2021,172.29
China,25/11/2021,172.83
China,26/11/2021,173.43
China,27/11/2021,174.13
China,28/11/2021,174.77
China,29/11/2021,175.32
China,30/11/2021,175.89
China,01/12/2021,176.48
China,02/12/2021,177.04
China,03/12/2021,177.63
China,04/12/2021,178.37
China,05/12/2021,179.05
China,06/12/2021,179.55
China,07/12/2021,180.07
China,08/12/2021,180.58
China,09/12/2021,181.13
China,10/12/2021,181.77
China,11/12/2021,182.53
China,12/12/2021,183.2
China,13/12/2021,183.83
China,14/12/2021,184.46
China,15/12/2021,185.15
China,16/12/2021,185.89
China,17/12/2021,186.68
China,18/12/2021,187.51
China,19/12/2021,188.25
China,20/12/2021,189.02
China,21/12/2021,189.82
China,22/12/2021,190.72
China,23/12/2021,191.65
China,24/12/2021,192.57
China,25/12/2021,193.43
China,26/12/2021,194.23
China,27/12/2021,195.1
China,28/12/2021,196.07
China,29/12/2021,197.08
China,30/12/2021,198.01
China,31/12/2021,198.85
China,01/01/2022,199.26
China,02/01/2022,199.73
China,03/01/2022,200.24
China,04/01/2022,200.83
China,05/01/2022,201.42
China,06/01/2022,201.98
China,07/01/2022,202.52
China,08/01/2022,202.97
China,09/01/2022,203.35
China,10/01/2022,203.78
China,11/01/2022,204.24
China,12/01/2022,204.66
China,13/01/2022,205.04
China,14/01/2022,205.41
China,15/01/2022,205.73
China,16/01/2022,206.02
China,17/01/2022,206.34
China,18/01/2022,206.69
China,19/01/2022,207.02
China,20/01/2022,207.32
China,21/01/2022,207.64
China,22/01/2022,207.9
China,23/01/2022,208.16
China,24/01/2022,208.53
China,25/01/2022,208.9
China,26/01/2022,209.28
China,27/01/2022,209.66
China,28/01/2022,209.99
China,29/01/2022,210.25
China,30/01/2022,210.41
China,31/01/2022,210.43
China,01/02/2022,210.44
China,02/02/2022,210.46
China,03/02/2022,210.51
China,04/02/2022,210.6
China,05/02/2022,210.72
China,06/02/2022,210.88
China,07/02/2022,211.14
China,08/02/2022,211.53
China,09/02/2022,211.98
China,10/02/2022,212.47
China,11/02/2022,212.97
China,12/02/2022,213.37
China,13/02/2022,213.67
China,14/02/2022,214.07
China,15/02/2022,214.39
China,16/02/2022,214.84
China,17/02/2022,215.28
China,18/02/2022,215.71
China,19/02/2022,216.06
China,20/02/2022,216.34
China,21/02/2022,216.73
China,22/02/2022,217.11
China,23/02/2022,217.53
China,24/02/2022,217.99
China,25/02/2022,218.43
China,26/02/2022,218.79
China,27/02/2022,219.1
China,28/02/2022,219.5
China,01/03/2022,219.91
China,02/03/2022,220.32
China,03/03/2022,220.71
China,04/03/2022,221.08
China,05/03/2022,221.4
China,06/03/2022,221.66
China,07/03/2022,222.0
China,08/03/2022,222.31
China,09/03/2022,222.67
China,10/03/2022,223.02
China,11/03/2022,223.39
China,12/03/2022,223.68
China,13/03/2022,223.95
China,14/03/2022,224.3
China,15/03/2022,224.68
China,16/03/2022,225.06
China,17/03/2022,225.39
China,18/03/2022,225.73
China,19/03/2022,226.03
China,20/03/2022,226.27
China,21/03/2022,226.55
China,22/03/2022,226.85
China,23/03/2022,227.17
China,24/03/2022,227.48
China,25/03/2022,227.76
China,26/03/2022,228.03
China,27/03/2022,228.28
China,28/03/2022,228.56
China,29/03/2022,228.85
China,30/03/2022,229.13
China,31/03/2022,229.39
China,01/04/2022,229.62
China,02/04/2022,229.81
China,03/04/2022,229.98
China,04/04/2022,230.14
China,05/04/2022,230.28
China,06/04/2022,230.48
China,07/04/2022,230.7
China,08/04/2022,230.92
China,09/04/2022,231.1
China,10/04/2022,231.26
China,11/04/2022,231.46
China,12/04/2022,231.65
China,13/04/2022,231.85
China,14/04/2022,232.04
China,15/04/2022,232.22
China,16/04/2022,232.37
China,17/04/2022,232.5
China,18/04/2022,232.66
China,19/04/2022,232.83
China,20/04/2022,233.01
China,21/04/2022,233.19
China,22/04/2022,233.37
China,23/04/2022,233.52
China,24/04/2022,233.66
China,25/04/2022,233.82
China,26/04/2022,233.98
China,27/04/2022,234.14
China,28/04/2022,234.29
China,29/04/2022,234.45
China,30/04/2022,234.56
China,01/05/2022,234.63
China,02/05/2022,234.7
China,03/05/2022,234.78
China,04/05/2022,234.84
China,05/05/2022,234.92
China,06/05/2022,235.01
China,07/05/2022,235.09
China,08/05/2022,235.15
China,09/05/2022,235.24
China,10/05/2022,235.33
China,11/05/2022,235.44
China,12/05/2022,235.54
China,13/05/2022,235.65
China,14/05/2022,235.74
China,15/05/2022,235.81
China,16/05/2022,235.9
China,17/05/2022,235.99
China,18/05/2022,236.09
China,19/05/2022,236.18
China,20/05/2022,236.28
China,21/05/2022,236.36
China,22/05/2022,236.42
China,23/05/2022,236.5
China,24/05/2022,236.59
China,25/05/2022,236.68
China,26/05/2022,236.76
China,27/05/2022,236.85
China,28/05/2022,236.92
China,29/05/2022,236.98
China,30/05/2022,237.06
China,31/05/2022,237.14
China,01/06/2022,237.2
China,02/06/2022,237.26
China,03/06/2022,237.28
China,04/06/2022,237.32
China,05/06/2022,237.35
China,06/06/2022,237.4
China,07/06/2022,237.46
China,08/06/2022,237.51
China,09/06/2022,237.57
China,10/06/2022,237.62
China,11/06/2022,237.67
China,12/06/2022,237.71
China,13/06/2022,237.76
China,14/06/2022,237.82
China,15/06/2022,237.88
China,16/06/2022,237.97
China,17/06/2022,238.02
China,18/06/2022,238.06
China,19/06/2022,238.1
China,20/06/2022,238.15
China,21/06/2022,238.2
China,22/06/2022,238.25
China,23/06/2022,238.31
China,24/06/2022,238.36
China,25/06/2022,238.4
China,26/06/2022,238.43
China,27/06/2022,238.48
China,28/06/2022,238.53
China,29/06/2022,238.58
China,30/06/2022,238.63
China,01/07/2022,238.67
China,02/07/2022,238.7
China,03/07/2022,238.73
China,04/07/2022,238.77
China,05/07/2022,238.81
China,06/07/2022,238.86
China,07/07/2022,238.91
China,08/07/2022,238.96
China,09/07/2022,239.01
China,10/07/2022,239.04
China,11/07/2022,239.08
China,12/07/2022,239.13
China,13/07/2022,239.18
China,14/07/2022,239.23
China,15/07/2022,239.28
China,16/07/2022,239.32
China,17/07/2022,239.36
China,18/07/2022,239.4
China,19/07/2022,239.46
China,20/07/2022,239.51
China,21/07/2022,239.57
China,22/07/2022,239.62
China,23/07/2022,239.67
China,24/07/2022,239.7
China,25/07/2022,239.76
China,26/07/2022,239.81
China,27/07/2022,239.87
China,28/07/2022,239.93
China,29/07/2022,240.0
China,30/07/2022,240.05
China,31/07/2022,240.11
China,01/08/2022,240.14
China,02/08/2022,240.16
China,03/08/2022,240.19
China,04/08/2022,240.22
China,05/08/2022,240.24
China,06/08/2022,240.26
China,07/08/2022,240.27
China,08/08/2022,240.29
China,09/08/2022,240.31
China,10/08/2022,240.34
China,11/08/2022,240.36
China,12/08/2022,240.38
China,13/08/2022,240.4
